url,title,category,matched_title,number
https://cdn-akamai.6connex.com/645/1827//2640_OHBM_YuryKoush_rest_fMRS_15922288314801851.pdf,Metabolic basis of human brain network nodes in eyes-closed and eyse-open rest,"Neuroanatomy, Physiology, Metabolism and Neurotransmission",Metabolic basis of human brain network nodes in resting-states of eyes-closed and eyes-open,2328
https://cdn-akamai.6connex.com/645/1827//2666_OHBM_2020_Koush_task_fMRS_15922289340365938.pdf,Metabolic basis of activated & deactivated brain network nodes in fMRI paradigms,"Neuroanatomy, Physiology, Metabolism and Neurotransmission",Metabolic basis of activated and deactivated brain network nodes in fMRI paradigms,1825
https://cdn-akamai.6connex.com/645/1827//cortical_music_ohbm_2020_peerherholz_15922289369762419.pdf,Investigating a cortical musical gradient using MVPA & connectivity analyses,Higher Cognitive Functions,Investigating a cortical musical gradient using multivariate pattern & connectivity analyses,646
https://cdn-akamai.6connex.com/645/1827//Kassinopoulos_Michalis_P1117_15922291839016442.pdf,Transient Increases in Heart Rate during rs-fMRI and their Association to DVARS,Modeling and Analysis Methods,Transient Increases in Heart Rate during Resting-State fMRI and their Association to Peaks in DVARS,1117
https://cdn-akamai.6connex.com/645/1827//OHBM_2020_sui_15922289560505693.pdf,Characterizing cortical myeloarchitecture in schizophrenia spectrum disorder,Disorders of the Nervous System,Characterizing cortical myeloarchitecture in schizophrenia spectrum disorder,282
https://cdn-akamai.6connex.com/645/1827//lau_OHBM_2020_zona_poster_FINAL_1592228989185110.pdf,Direct visualization and characterization of the human zona incerta and surround,"Neuroanatomy, Physiology, Metabolism and Neurotransmission",Direct visualization and characterization of the human zona incerta and surrounding fiber tracts,1856
https://cdn-akamai.6connex.com/645/1827//POSTER_STSA_159222901154293.pdf,White matter microstructural differences in children carrying a 16p11.2 deletion,Disorders of the Nervous System,White matter microstructural differences in young children carrying a 16p11.2 deletion,1009
https://cdn-akamai.6connex.com/645/1827//OHBM_Poster_Tong_15922290718837897.pdf,Augmented Nociceptive Processing Accompanies Greater Adolescent Pain Sensitivity,"Perception, Attention and Motor Behavior",Augmented Nociceptive Processing Accompanies Greater Pain Sensitivity in Adolescents: an fMRI Study,2211
https://cdn-akamai.6connex.com/645/1827//King_OHBM2020_Jun15_2020_15922291421009642.pdf,Effect of short-term immobilization on cortical excitability and motor learning,undefined,The effect of short-term arm immobilization on intracortical inhibition and motor skill learning,58
https://cdn-akamai.6connex.com/645/1827//OHBM_2020_poster_15922292235524458.pdf,Ventrolateral frontal to parietal connectivity patterns relate to L2 learning,Language,Ventrolateral frontal to parietal connectivity patterns relate to second language learning,750
https://cdn-akamai.6connex.com/645/1827//Poster602_15922292742335168.pdf,Extending GWAS Results for Subcortical Brain Volumes in a Neonatal Cohort,Genetics,Extending Genome-Wide Association Study Results for Subcortical Brain Volumes in a Neonatal Cohort,602
https://cdn-akamai.6connex.com/645/1827//Romero_OHBMPoster_15922293852577766.pdf,Functional connections underlying the bilingual advantage in children with autis,Higher Cognitive Functions,Functional connections underlying the bilingual executive function advantage in children with autism,400
https://cdn-akamai.6connex.com/645/1827//Alba_XifraPorxas_P1000_15922294653665097.pdf,Physiological and motion signatures in FC and their subject discriminability,Modeling and Analysis Methods,Physiological and Motion Signatures in Functional Connectivity and their Subject Discriminability,1000
https://cdn-akamai.6connex.com/645/1827//Riedel_OHBM_2020_15922294730702860.pdf,Effects of chronic cannabis use and HIV on insular functional connectivity,"Perception, Attention and Motor Behavior",Independent and combined effects of chronic cannabis use and HIV on insular functional connectivity,1738
https://cdn-akamai.6connex.com/645/1827//OHBM2020_Poster_ECP_ASinha_1592229545075375.pdf,Aberrant Functional Connectivity Across Brain Networks in Temporal Lobe Epilepsy,Disorders of the Nervous System,Aberrant Functional Connectivity Across Brain Networks in Temporal Lobe Epilepsy,1374
https://cdn-akamai.6connex.com/645/1827//OHBM2020_GPelletier_poster_130x110_1592229645189118.pdf,Perirhinal cortex and vmPC involvement in configural objects value estimation,Higher Cognitive Functions,Perirhinal and ventromedial prefrontal cortex involvement in configural objects value estimation,696
https://cdn-akamai.6connex.com/645/1827//Yang_et_al_ARLMM_APOE_15922298730728595.pdf,Genetic Associations in Diagnostic Specific Trajectories Revealed with ARLMM,Genetics,Genetic Associations in Diagnostic Specific Trajectories Revealed with Autoregressive Mixed Models,598
https://cdn-akamai.6connex.com/645/1827//OHBM-poster-2020_15922298905249642.pdf,Impact of commonly used acquisition sequences on automated hippocampal subfield ,Novel Imaging Acquisition Methods,Impact of commonly used acquisition sequences on automated hippocampal subfield volume estimates,1353
https://cdn-akamai.6connex.com/645/1827//Mendola_OHBM2020poster_1592229910455764.pdf,Binocular Rivalry Dominance & Suppression Preferentially Rely on Dorsal & Ventra,"Perception, Attention and Motor Behavior",Binocular Rivalry Dominance & Suppression Preferentially Rely on Dorsal & Ventral Stream Connections,2177
https://cdn-akamai.6connex.com/645/1827//OHBM2020_poster_15922299396193512.pdf,Cohesive parcellation of rsfMRI using constrained hierarchical clustering,Modeling and Analysis Methods,Cohesive parcellation of rsfMRI using constrained hierarchical clustering,1357
https://cdn-akamai.6connex.com/645/1827//Osa_García_Poster_OHBM_2020_15922558207081493.pdf,Predicting early post-stroke aphasia outcomes from initial language severity,Disorders of the Nervous System,Predicting early post-stroke aphasia outcomes from initial language severity,776
https://cdn-akamai.6connex.com/645/1827//OHBM2020_poster_15922300559215893.pdf,NiMARE: A Neuroimaging Meta-Analysis Research Environment,Modeling and Analysis Methods,NiMARE: A Neuroimaging Meta-Analysis Research Environment,1932
https://cdn-akamai.6connex.com/645/1827//OHBM_poster_FINAL_1592230129939211.pdf,Dynamic functional connectivity measures of cognitive status Parkinson's disease,Disorders of the Nervous System,Dynamic functional connectivity markers of cognitive impairment in Parkinsonâ€™s disease,461
https://cdn-akamai.6connex.com/645/1827//OHBM2020_Poster_Natasha_Taylor_15922301398418183.pdf,Determining the role of neuromodulatory impairment in freezing of gait in PD,Disorders of the Nervous System,Determining the role of neuromodulatory impairment in Freezing of Gait in Parkinsonâ€™s Disease,255
https://cdn-akamai.6connex.com/645/1827//OHBM_Poster_15922301621393444.pdf,Relationship between brain distributions of tau and atrophy to connectivity,Modeling and Analysis Methods,Relationship between brain distributions of tau and atrophy to brain regional connectivity,1038
https://cdn-akamai.6connex.com/645/1827//202006_Gemignani_OHBM_15922302133053274.pdf,Implications of different pre-processing routines for infant fNIRS data,Modeling and Analysis Methods,Impact of different pre-processing routines for infant fNIRS data,1987
https://cdn-akamai.6connex.com/645/1827//v2_OHBM2020_15922304538727770.pdf,Does tDCS induced GABA change depend on participant specific M1 electric field?,Brain Simulation,Does tDCS induced GABA change depend on the participant specific electric field in M1?,53
https://cdn-akamai.6connex.com/645/1827//Poster_OHBM_2020_DS_HyukJin_15922304958906020.pdf,Altered Cortical Folding Depth in Fetuses with Down Syndrome,Disorders of the Nervous System,Altered Cortical Folding Depth in Fetuses with Down Syndrome,413
https://cdn-akamai.6connex.com/645/1827//Dhamala_OHBM643_15922305124911809.pdf,Integrating structural and functional connectomes predicts cognitive abilities,Higher Cognitive Functions,Integration of structural and functional connectomes to predict individual cognitive abilities,643
https://cdn-akamai.6connex.com/645/1827//Predicting_individual_variability_in_task_activation_using_resting_state_fMRI_15922306697971022.pdf,Representation of task FMRI using tools from graph signal processing,Modeling and Analysis Methods,Representation of task FMRI using tools from graph signal processing,1391
https://cdn-akamai.6connex.com/645/1827//HBM_2020__934_Han_15922306905654124.pdf,Brain age gaps: a methodological comparison ,Modeling and Analysis Methods,Brain age gaps: a methodological comparison,934
https://cdn-akamai.6connex.com/645/1827//Poster_OHBM2020_15922307472097445.pdf,Sex-specific Volumetric Differences Associated with Substance Use in Adolescence,Disorders of the Nervous System,Sex-specific Volumetric Differences Associated with Substance Use through Adolescence,495
https://cdn-akamai.6connex.com/645/1827//Poster2_15922307581683361.pdf,Personalized Circuit Modeling Captures Individual Variation in Cortical Dynamics,Modeling and Analysis Methods,Personalized Circuit Modeling Captures Individual Variation in Functional Dynamics of Human Cortex,1346
https://cdn-akamai.6connex.com/645/1827//OHBM_Eichert_variability_poster_lowres_15922310182942805.pdf,Morphological and functional variability in central and subcentral motor regions,"Neuroanatomy, Physiology, Metabolism and Neurotransmission",Morphological and functional variability in central and subcentral motor regions of the human brain,1804
https://cdn-akamai.6connex.com/645/1827//poster_zhengchen_final_15922310626936774.pdf,3659 - Hemodynamic correlates of changes in neuronal excitability,Brain Simulation,Hemodynamic correlates of changes in neuronal excitability: a simultaneous TMS and NIRS study,2154
https://cdn-akamai.6connex.com/645/1827//Nomi_OHBM_2020_15922312208516027.pdf,Global signal topography changes across the lifespan,Lifespan Development,Global signal topography changes across the lifespan,1625
https://cdn-akamai.6connex.com/645/1827//blazejewska_15922312292011680.pdf,The orientation-dependence of stria of Gennari ex vivo in hi-res MRI phase data,"Neuroanatomy, Physiology, Metabolism and Neurotransmission",The orientation-dependence of stria of Gennari ex vivo in high-resolution MRI phase data,1845
https://cdn-akamai.6connex.com/645/1827//OHBM_Lunar_poster_v2_15922313183566157.pdf,Influence of Salience Network Connectivity on Reaction Time over 30 Days,"Perception, Attention and Motor Behavior",Consecutive High Influence of Salience Network Connectivity on Reaction Time over 30 Days,2259
https://cdn-akamai.6connex.com/645/1827//OHBM_Poster_Landscape_Huw_Swanborough_15922314256302715.pdf,Neurocognitive dynamics of near-threshold voice signal detection and affective v,Language,Neurocognitive dynamics of near-threshold voice signal detection and affective voice evaluation,742
https://cdn-akamai.6connex.com/645/1827//2020_OHBM_STO_LDA_final_15922314333077511.pdf,Mapping latent neuroanatomical substrates of children w severe temper outbursts,Modeling and Analysis Methods,Mapping latent neuroanatomical substrates underlying severe temper outbursts in children,162
https://cdn-akamai.6connex.com/645/1827//Salome_OHBM2020_LU_15922315154159308.pdf,Brain signal variability and cognitive flexibility across the lifespan,Higher Cognitive Functions,Brain signal variability and cognitive flexibility across the lifespan,671
https://cdn-akamai.6connex.com/645/1827//OHBM20_LA_15922315363279862.pdf,Assessing the Impact of Prospective Motion Correction on the Reliability of Stru,Novel Imaging Acquisition Methods,Assessing the Impact of Prospective Motion Correction on the Reliability of Structural Imaging,2109
https://cdn-akamai.6connex.com/645/1827//Singletary_OHBM_Poster_1592231647548283.pdf,Deciding to Sample: Modeling instrumental information demand and belief updating,Higher Cognitive Functions,Deciding to Sample: Modeling instrumental information demand and belief updating in humans,705
https://cdn-akamai.6connex.com/645/1827//OHBM_2020_3_1592235856658580.pdf,Magnetization Transfer Imaging with a Surface Cryogenic Coil,Novel Imaging Acquisition Methods,Magnetization Transfer Imaging with a Surface Cryogenic Coil,1022
https://cdn-akamai.6connex.com/645/1827//BaggingCPMPoster_15922316615937882.pdf,Incorporating bagging into Connectome Predictive Modelling,Modeling and Analysis Methods,Incorporating bagging into Connectome Predictive Modelling,1225
https://cdn-akamai.6connex.com/645/1827//Depersonalisation_psychosis_poster_15922317017051649.pdf,Insular hypoactivation is associated with dissociative experiences,"Neuroanatomy, Physiology, Metabolism and Neurotransmission",Insula hypoactivation is associated with dissociative experiences,412
https://cdn-akamai.6connex.com/645/1827//OHBM2020_180_CJavierrePetit_final_15922317054459657.pdf,Links of Enlarged Perivascular Spaces to Aging Neuropathologies and Cognition,Disorders of the Nervous System,Links of Enlarged Perivascular Spaces to Age Related Neuropathologies and Cognitive Decline,180
